id,session_id,language,culture_circle,category,question,answer,question_zh,answer_zh,source_url,source_url_desc
ZH-86,ZH-86,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",寿珠最早出现在哪些地区？,最早出现于印度及巴基斯坦地区,寿珠最早出现在哪些地区？,最早出现于印度及巴基斯坦地区,https://baike.baidu.com/item/天珠/92252,百度百科
ZH-87,ZH-87,zh-ZH,Chinese,Social Norms and Customs,岭南民俗中，放焰口仪式参与者分为哪两大类？,“现世”和“非现世”两大类。,岭南民俗中，放焰口仪式参与者分为哪两大类？,“现世”和“非现世”两大类。,,《岭南民俗音乐的人类学阐释》p339
ZH-88,ZH-88,zh-ZH,Chinese,Cultural Products and Symbols,六安市皋陶墓墓前有清同治年(1869年)安徽布政使吴坤修手书“古皋陶墓”碑刻一块，碑高多少米，宽多少米？,碑高1.82米，宽0.92米,六安市皋陶墓墓前有清同治年(1869年)安徽布政使吴坤修手书“古皋陶墓”碑刻一块，碑高多少米，宽多少米？,碑高1.82米，宽0.92米,https://www.luan.gov.cn/zjla/lasq/whp/index.html,六安市人民政府
ZH-89,ZH-89,zh-ZH,Chinese,Language Expression and Communication Arts,巴东方言中“脖子”怎么说？,颈炕,巴东方言中“脖子”怎么说？,颈炕,http://www.tujiazu.com.cn/index.php/Archives/IndexArchives/index/a_id/4547.html,土家族文化网
ZH-90,ZH-90,zh-ZH,Chinese,Language Expression and Communication Arts,闽南语中“一下子”怎么表达？,做蜀下[ʦue⁵ ʦit⁸ e⁶],闽南语中“一下子”怎么表达？,做蜀下[ʦue⁵ ʦit⁸ e⁶],https://zhuanlan.zhihu.com/p/1918309883951940094,知乎
ZH-91,ZH-91,zh-ZH,Sinophone,History and Collective Memory,马来西亚有些受华文教育的华人也称那些从小受英式教育的华人为“峇峇”，为什么？,表示此华人已经数典忘祖或者不太像华人了,马来西亚有些受华文教育的华人也称那些从小受英式教育的华人为“峇峇”，为什么？,表示此华人已经数典忘祖或者不太像华人了,https://baike.baidu.com/item/%E5%B3%87%E5%B3%87%E5%A8%98%E6%83%B9/4532622?fromModule=lemma_inlink#6,百度百科
ZH-92,ZH-92,zh-ZH,Sinophone,History and Collective Memory,到什么世纪初，苏门答腊岛和爪哇岛（今印度尼西亚）已经建起了几座华埠，分别居住着数以千计的海外华人？,15,到什么世纪初，苏门答腊岛和爪哇岛（今印度尼西亚）已经建起了几座华埠，分别居住着数以千计的海外华人？,15,https://courier.unesco.org/zh/articles/haiwaihuarenmanzhangdelishi,联合国教科文组织《信使》
ZH-93,ZH-93,zh-ZH,Sinophone,History and Collective Memory,华青帮1980年代通过与谁联盟恢复势力？,合胜堂,华青帮1980年代通过与谁联盟恢复势力？,合胜堂,https://baike.baidu.com/item/%E5%8D%8E%E6%B8%85%E5%B8%AE/1072423,百度百科
ZH-94,ZH-94,zh-ZH,Sinophone,Language Expression and Communication Arts,新加坡华语说快打火，是打开火的意思吗？,打火=灭火,新加坡华语说快打火，是打开火的意思吗？,打火=灭火,https://www.baidu.com/link?url=bfrTKBzhCl3WmXVzt2NdqsoYOk8ypN6BjpvfYKC4w_EGlA_E8LmCPS1VaiN7ag2p&wd=&eqid=9d7bc3c3004677ce0000000669c3a2c9,知乎
ZH-95,ZH-95,zh-ZH,Sinophone,Cultural Products and Symbols,邓晓宇著的《基于语料库的海外客家研究》该书从哪三个层面，系统探究了海外客家经济的发展脉络与其中的文化逻辑？,金钱态度、经济生产与经济组织,邓晓宇著的《基于语料库的海外客家研究》该书从哪三个层面，系统探究了海外客家经济的发展脉络与其中的文化逻辑？,金钱态度、经济生产与经济组织,https://www.hanspub.org/journal/paperinformation?paperid=134421,《语料库视角下海外客家研究的新突破——《基于语料库的海外客家研究》书评》
ZH-96,ZH-96,zh-ZH,Sinophone,"Beliefs, Values, and Knowledge Systems",大伯公庙作为马来西亚华人重要的信仰场所，由谁共同管理，成为海外客家文化传承的重要象征？,客家五属,大伯公庙作为马来西亚华人重要的信仰场所，由谁共同管理，成为海外客家文化传承的重要象征？,客家五属,https://www.hanspub.org/journal/paperinformation?paperid=134421,《语料库视角下海外客家研究的新突破——《基于语料库的海外客家研究》书评》
ZH-97,ZH-97,zh-ZH,Sinophone,Social Norms and Customs,在海峡华人（Peranakan）婚礼中，那座只在婚礼和农历正月初九拜天公时才设立的三层祭坛，其专名叫什么？,sam kai altar,在海峡华人（Peranakan）婚礼中，那座只在婚礼和农历正月初九拜天公时才设立的三层祭坛，其专名叫什么？,sam kai altar,https://www.roots.gov.sg/Collection-Landing/listing/1272749?utm_source=chatgpt.com,Peranakan Museum 的馆藏说明
ZH-98,ZH-98,zh-ZH,Sinophone,Social Norms and Customs,在传统海峡华人十二日婚礼中，作为开端、具有“成年礼/梳头礼”性质的那一道仪式，通行专名叫什么？,chiu thau,在传统海峡华人十二日婚礼中，作为开端、具有“成年礼/梳头礼”性质的那一道仪式，通行专名叫什么？,chiu thau,https://www.roots.gov.sg/Collection-Landing/listing/1274158?utm_source=chatgpt.com,Peranakan Museum 的馆藏说明
ZH-99,ZH-99,zh-ZH,Sinophone,Language Expression and Communication Arts,马来语中没有类似汉语的助词“的”，峇峇话根据汉语习惯使用什么予以代替？,punya,马来语中没有类似汉语的助词“的”，峇峇话根据汉语习惯使用什么予以代替？,punya,https://cajcloud.cnki.net/mcnkims/XmlRead/html?downurl=aHR0cHM6Ly9jYWpjbG91ZC5jbmtpLm5ldC9tY25raW1zL2Z1bGx0ZXh0L3N0cmVhbT91c2VydG9rZW49MTA4NzJhNTBkYmNmODIwMzNiNTFhM2Y0ZDQ2ZjlhMGJoMlJtZTF4VWlkWEtrZkx3UE5tZXRKUThKbmlVWlRoNmRYMU5UUTRQdFpZVThmZHp6Z00zUVElM0QlM0QlN0NjOSZndWlkPTY5YzdkMzM1MjM3NzQ4ZjliOGE0MTIzOTc3NDhmNzViJmV4cGlyZT0xNzc0MzQ5NDI4MDc4JnNpZ249Y2IwYjdiYjg0MTRjMmY3NTNkMDJkYzM2MzRjMWE3YWNkYzFjMzVhZQ%3D%3D&style=,《峇峇娘惹——东南亚土生华人族群研究》
ZH-100,ZH-100,zh-ZH,Sinophone,Social Norms and Customs,洛杉矶华青帮用香烟头在肩头、手臂烫出红点作为标记左2，右3是因为什么？,华青帮英文称呼“Wah Ching”开头字母w是第23个字母,洛杉矶华青帮用香烟头在肩头、手臂烫出红点作为标记左2，右3是因为什么？,华青帮英文称呼“Wah Ching”开头字母w是第23个字母,https://baike.baidu.com/item/%E5%8D%8E%E6%B8%85%E5%B8%AE/1072423,百度百科
ZH-101,ZH-101,zh-ZH,Chinese,Cultural Products and Symbols,侗族鼓楼隐含着侗族文化的主体基因元素是哪两个？,杉树和阳鸟,侗族鼓楼隐含着侗族文化的主体基因元素是哪两个？,杉树和阳鸟,,《中国传统聚落景观基因 图谱的构建与应用研究》博士论文  p24
ZH-102,ZH-102,zh-ZH,Chinese,History and Collective Memory,于家湾墓群中发现的缯国铭文器物，如“父甲”铜觚与青铜戈，印证了什么？为谁的假说提供了历史依据？,印证了“缯与西申共立平王”的记载。董珊的假说,于家湾墓群中发现的缯国铭文器物，如“父甲”铜觚与青铜戈，印证了什么？为谁的假说提供了历史依据？,印证了“缯与西申共立平王”的记载。董珊的假说,https://mp.weixin.qq.com/s/9KAgJoALbsXg2YEI9yvSZQ,《甘肃省文物局》微信公众号
ZH-103,ZH-103,zh-ZH,Chinese,Cultural Products and Symbols,出土的文物涵盖先周、西周、十六国等多个时期的是哪个遗址？,于家湾遗址（于家湾墓群）,出土的文物涵盖先周、西周、十六国等多个时期的是哪个遗址？,于家湾遗址（于家湾墓群）,https://mp.weixin.qq.com/s/9KAgJoALbsXg2YEI9yvSZQ,《甘肃省文物局》微信公众号
ZH-104,ZH-104,zh-ZH,Chinese,Social Norms and Customs,跳花棚十八科里，哪一科涉及的面具最多？,道叔科,跳花棚十八科里，哪一科涉及的面具最多？,道叔科,https://www.fcipub.org/articleDetail/810?periodicalId=7&kwd=%E7%8E%8B%E5%A8%9C,FCIPublishing学术期刊论文《岭南非遗舞蹈跳花棚的风格特质及传播策略》
ZH-105,ZH-105,zh-ZH,Chinese,Language Expression and Communication Arts,湖南花鼓戏咬字技巧最大的特点总结成四个字是什么？,以字行腔,湖南花鼓戏咬字技巧最大的特点总结成四个字是什么？,以字行腔,https://kns.cnki.net/reader/flowpdf?invoice=UukKPPfdPp2CRPrJL32o1l3Rtw%2F3qtvi0c0weFAkwc6Y3t9WcsdX%2FxWR4zySSWElQWOCPxdLsowFHz%2FzeQwGn5za5V58s5mIP5QXWTQcJEjkkiYegHcG3SQcXSD1Q63IopjcNr%2BGe%2FYfBAWqxI2Cc%2FiSeX%2FyMTZMZ7XqB%2Fnb9%2BA%3D&platform=NZKPT&sourcetype=nxgp&product=CMFD&filename=1022086125.nh&tablename=cmfd202301&type=DISSERTATION&scope=trial&cflag=overlay&dflag=pdf&pages=&language=CHS&trial=&nonce=A822DE5B6F62467DBA1841CE73630B7D,"湖南花鼓戏与湖南民歌演唱的相互借鉴与融合
（学位论文）中国音乐学院2022"
ZH-106,ZH-106,zh-ZH,Chinese,History and Collective Memory,我国植棉纺织最早在今哪个省份出现？,海南,我国植棉纺织最早在今哪个省份出现？,海南,https://baike.baidu.com/item/%E9%BB%8E%E6%97%8F%E4%BC%A0%E7%BB%9F%E6%A3%89%E7%BA%BA%E7%BB%87%E6%9F%93%E7%BB%A3%E6%8A%80%E8%89%BA/3431187?fromModule=search-result_lemma      https://www.163.com/dy/article/CPKISPU00525HT5L.html,
ZH-107,ZH-107,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",在中国的传播与发展过程中，基督教以及哪两种宗教发展机会较弱，且长期受到佛道两家的排挤与歧视？,火祆教、摩尼教,在中国的传播与发展过程中，基督教以及哪两种宗教发展机会较弱，且长期受到佛道两家的排挤与歧视？,火祆教、摩尼教,https://www.thepaper.cn/newsDetail_forward_8215964,澎湃新闻
ZH-108,ZH-108,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",聂斯托利派传教士将自己的宗教“本土化”，借用佛道二教的词语来阐述教义，将主教比附为什么？,“大德”,聂斯托利派传教士将自己的宗教“本土化”，借用佛道二教的词语来阐述教义，将主教比附为什么？,“大德”,https://www.thepaper.cn/newsDetail_forward_8215964,澎湃新闻
ZH-109,ZH-109,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",聂斯托利派神职人员等级分明主要体现为哪两类？,主教、牧师,聂斯托利派神职人员等级分明主要体现为哪两类？,主教、牧师,https://www.thepaper.cn/newsDetail_forward_8215964,澎湃新闻
ZH-110,ZH-110,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",截至1997年，中国天主教自选自圣的主教共有多少位？,126,截至1997年，中国天主教自选自圣的主教共有多少位？,126,https://www.neac.gov.cn/seac/ztzl/daiz/fzxz.shtml,中华人民共和国国家民族事务委员会官网
ZH-111,ZH-111,zh-ZH,Chinese,Cultural Products and Symbols,中国古代器物纹样中，后世俗称“柿蒂纹”的那一类纹样，李零依据战国铜镜铭文为其正名时，指出其两字原称是什么？,方华,中国古代器物纹样中，后世俗称“柿蒂纹”的那一类纹样，李零依据战国铜镜铭文为其正名时，指出其两字原称是什么？,方华,https://www.chnmuseum.cn/yj/xscg/xslw/201812/t20181224_36338.shtml,《中国国家博物馆馆刊》2012年第7期
ZH-112,ZH-112,zh-ZH,Chinese,Language Expression and Communication Arts,砍树烧荒后粗放耕种，两三年地力耗尽便抛荒轮歇，旱地随种随丢、谁种谁收，是拉祜族哪句俗语？,蒿枝开花随人种,砍树烧荒后粗放耕种，两三年地力耗尽便抛荒轮歇，旱地随种随丢、谁种谁收，是拉祜族哪句俗语？,蒿枝开花随人种,https://www.neac.gov.cn/seac/ztzl/lhz/lsyg.shtml,中华人民共和国国家民族事务委员会
ZH-113,ZH-113,zh-ZH,Chinese,Social Norms and Customs,贵州肇兴侗族芦笙节（又称芦笙会，芦笙赛）通常什么时候举行？,每隔一年的秋后（或秋节）,贵州肇兴侗族芦笙节（又称芦笙会，芦笙赛）通常什么时候举行？,每隔一年的秋后（或秋节）,https://baike.baidu.com/item/%E8%82%87%E5%85%B4%E4%BE%97%E5%AF%A8/9015949,百度百科
ZH-114,ZH-114,zh-ZH,Chinese,Social Norms and Customs,怒族妇女旧时地位低下，尤其表现在丧葬的哪方面？,没有吹竹号筒的资格,怒族妇女旧时地位低下，尤其表现在丧葬的哪方面？,没有吹竹号筒的资格,https://www.neac.gov.cn/seac/ztzl/nz/fsxg.shtml,中华人民共和国国家民族事务委员会官网
ZH-115,ZH-115,zh-ZH,Chinese,Language Expression and Communication Arts,阿昌语“鸟早”什么意思？,女儿、表侄女、表甥女同称为“鸟早”,阿昌语“鸟早”什么意思？,女儿、表侄女、表甥女同称为“鸟早”,https://baike.baidu.com/item/%E9%98%BF%E6%98%8C%E6%97%8F/150510,百度百科
ZH-116,ZH-116,zh-ZH,Chinese,Language Expression and Communication Arts,少数民族方言“打工头”什么意思？,畲族称拳术为“打工头”,少数民族方言“打工头”什么意思？,畲族称拳术为“打工头”,https://www.neac.gov.cn/seac/ztzl/sz/fsxg.shtml,中华人民共和国国家民族事务委员会官网
ZH-117,ZH-117,zh-ZH,Chinese,Social Norms and Customs,古代“渡关”又称“渡小关”又是什么仪式？,还傩愿,古代“渡关”又称“渡小关”又是什么仪式？,还傩愿,https://baike.baidu.com/item/%E8%BF%98%E5%82%A9%E6%84%BF/16005265,百度百科
ZH-118,ZH-118,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",简单回答傩神与戏神有相似之处反映了我国什么崇拜？,童婴崇拜、生殖崇拜,简单回答傩神与戏神有相似之处反映了我国什么崇拜？,童婴崇拜、生殖崇拜,https://baike.baidu.com/item/%E5%82%A9%E6%96%87%E5%8C%96/1297916,百度百科
ZH-119,ZH-119,zh-ZH,Chinese,Language Expression and Communication Arts,陕西关中方言中跟人能合得来的人称为什么？,嫽人,陕西关中方言中跟人能合得来的人称为什么？,嫽人,https://baike.baidu.com/item/%E9%99%95%E8%A5%BF%E6%96%B9%E8%A8%80/372616,百度百科
ZH-120,ZH-120,zh-ZH,Chinese,Cultural Products and Symbols,关帝庙建在方形高台上，正殿右侧院内原有石碑一座，高多少米，宽约多少米，上镌阴文楷书“汉九江王英布之墓”？,高2.5米，宽约0.7米,关帝庙建在方形高台上，正殿右侧院内原有石碑一座，高多少米，宽约多少米，上镌阴文楷书“汉九江王英布之墓”？,高2.5米，宽约0.7米,https://www.luan.gov.cn/zjla/lasq/whp/index.html,六安市人民政府
ZH-121,ZH-121,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",与口语管制和书籍管制相伴相生的一种对传媒的管制是什么？,文字管制,与口语管制和书籍管制相伴相生的一种对传媒的管制是什么？,文字管制,http://dianda.cqvip.com/Qikan/Article/Detail?id=1002541876,《从政府对传媒的管制看中国古代禁书-中国古代禁书专题研究之一》
ZH-122,ZH-122,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",土家族法师的职能概括为哪两类？,安神、役鬼,土家族法师的职能概括为哪两类？,安神、役鬼,https://kns.cnki.net/kns8/kns/brief/result.aspx?dbprefix=CJFQ&scode=gzmy,云南省民族宗教事务委员会
ZH-123,ZH-123,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",中国什么狂欢节被评为“世界上参与人数最多的接触类狂欢节”？,佤族司岗里摸你黑,中国什么狂欢节被评为“世界上参与人数最多的接触类狂欢节”？,佤族司岗里摸你黑,https://mzzj.yn.gov.cn/html/2024/mzwh_0627/4054262.html,沧源佤族自治县人民政府
ZH-124,ZH-124,zh-ZH,Chinese,Language Expression and Communication Arts,客家方言中，嘴唇叫什么？,啜唇,客家方言中，嘴唇叫什么？,啜唇,https://cajcloud.cnki.net/mcnkims/XmlRead/html?downurl=aHR0cHM6Ly9jYWpjbG91ZC5jbmtpLm5ldC9tY25raW1zL2Z1bGx0ZXh0L3RoaXJkc3RyZWFtP3VzZXJ0b2tlbj0xMDg3MmE1MGRiY2Y4MjAzM2I1MWEzZjRkNDZmOWEwYmgyUm1lMXhVaWRYS2tmTHdQTm1ldEpROEpuaVVaVGg2ZFgxTlRRNFB0WllVOGZkenpnTTNRUSUzRCUzRCU3Q2M5Jmd1aWQ9ZTk1Yjg1YzQ1ZTg5NGZjNmE2ODljY2VhOGUxYTMwZWQmZXhwaXJlPTE3NzQ0OTUzNDg0MzMmc2lnbj05OTE0NWU2YjY4NjI1NDU5NzAzNDdkNWU3NjE2ODNiMDg0ZTVkMDMw&style=,"保存广东方言词语,留住岭南乡土文化——《中国语言资源集·广东·词汇卷》简述"
ZH-125,ZH-125,zh-ZH,Chinese,Language Expression and Communication Arts,浚县古黄河和卫河极易漫溢溃决有什么之说？,“卫河闹浚县”,浚县古黄河和卫河极易漫溢溃决有什么之说？,“卫河闹浚县”,http://dianda.cqvip.com/Qikan/Article/Detail?id=7202713358,《庙会、社火与添仓会：浚县春节礼俗实践的生态内涵与协作机制》期刊
ZH-126,ZH-126,zh-ZH,Chinese,History and Collective Memory,刘廌何时拨七十石田租给妙音寺，建祠供奉刘基父子三人？,明永乐三年（1405）九月,刘廌何时拨七十石田租给妙音寺，建祠供奉刘基父子三人？,明永乐三年（1405）九月,https://qikan.cqvip.com/Qikan/Article/Detail?id=7202710241,《祀典与乡土：家族、士人与地方官合力下的刘基信仰建构》期刊 p53
ZH-127,ZH-127,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",刘基文化推动温州区域文化发展，需结合哪两种形象？,“历史上的刘伯温”与“传说中的刘伯温”,刘基文化推动温州区域文化发展，需结合哪两种形象？,“历史上的刘伯温”与“传说中的刘伯温”,https://qikan.cqvip.com/Qikan/Article/Detail?id=7202710241,《祀典与乡土：家族、士人与地方官合力下的刘基信仰建构》期刊
ZH-128,ZH-128,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",敦煌官文书中涉佛知识以什么为主？,三宝、寺观、名相,敦煌官文书中涉佛知识以什么为主？,三宝、寺观、名相,https://qikan.cqvip.com/Qikan/Article/Detail?id=7202852938,《敦煌官私文书所见大众的佛教知识容受》期刊
ZH-129,ZH-129,zh-ZH,Chinese,Social Norms and Customs,"土家族巫者法事中“赤足登刀梯”之巫技, 即是什么意念巫术的衍生？",“天梯”,"土家族巫者法事中“赤足登刀梯”之巫技, 即是什么意念巫术的衍生？",“天梯”,https://cajcloud.cnki.net/mcnkims/XmlRead/html?downurl=aHR0cHM6Ly9jYWpjbG91ZC5jbmtpLm5ldC9tY25raW1zL2Z1bGx0ZXh0L3N0cmVhbT91c2VydG9rZW49MTA4NzJhNTBkYmNmODIwMzNiNTFhM2Y0ZDQ2ZjlhMGJoMlJtZTF4VWlkWEtrZkx3UE5tZXRKUThKbmlVWlRoNmRYMU5UUTRQdFpZVThmZHp6Z00zUVElM0QlM0QlN0NjOSZndWlkPTNkNGQyZGJlN2E4ZDRkM2VhZWM3ODZkZmEzZjQwZjczJmV4cGlyZT0xNzc0NTAxMDE2MjczJnNpZ249MjY0MDAyZjczOThhYTg3MDI4YjY4ZjE3MWYxYTUzNjdlNTU2MzYyMw%3D%3D&style=,《傩神是人伦先祖》
ZH-130,ZH-130,zh-ZH,Chinese,Social Norms and Customs,端公的法术手诀从形状上看，象形、示意兼有，譬如领兵土地诀是什么动作？,竖起双手的大拇指,端公的法术手诀从形状上看，象形、示意兼有，譬如领兵土地诀是什么动作？,竖起双手的大拇指,http://dianda.cqvip.com/Qikan/Article/Detail?id=5451182,《端公的法术—土家族民间信仰研究》
ZH-131,ZH-131,zh-ZH,Chinese,Language Expression and Communication Arts,客家方言中，“土”统称为什么？,塗,客家方言中，“土”统称为什么？,塗,downurl=aHR0cHM6Ly9jYWpjbG91ZC5jbmtpLm5ldC9tY25raW1zL2Z1bGx0ZXh0L3RoaXJkc3RyZWFtP3VzZXJ0b2tlbj0xMDg3MmE1MGRiY2Y4MjAzM2I1MWEzZjRkNDZmOWEwYmgyUm1lMXhVaWRYS2tmTHdQTm1ldEpROEpuaVVaVGg2ZFgxTlRRNFB0WllVOGZkenpnTTNRUSUzRCUzRCU3Q2M5Jmd1aWQ9ZTk1Yjg1YzQ1ZTg5NGZjNmE2ODljY2VhOGUxYTMwZWQmZXhwaXJlPTE3NzQ0OTUzNDg0MzMmc2lnbj05OTE0NWU2YjY4NjI1NDU5NzAzNDdkNWU3NjE2ODNiMDg0ZTVkMDMw&style=,"保存广东方言词语,留住岭南乡土文化——《中国语言资源集·广东·词汇卷》简述"
ZH-132,ZH-132,zh-ZH,Chinese,Social Norms and Customs,土家族在举行“翻叉祭”中，之前要用童男女祭祀，后改为用什么来代替？,杀鸡,土家族在举行“翻叉祭”中，之前要用童男女祭祀，后改为用什么来代替？,杀鸡,http://cnki.cgl.org.cn/KCMS/detail/detail.aspx?dbcode=CJFD&filename=GZMZ200706007,《贵州民族研究》2007年第6期
ZH-133,ZH-133,zh-ZH,Chinese,Cultural Products and Symbols,两汉时期灵符作为灵物崇拜载体出现，什么时期完成形制统一？,魏晋时期,两汉时期灵符作为灵物崇拜载体出现，什么时期完成形制统一？,魏晋时期,https://baike.baidu.com/item/%E7%81%B5%E7%AC%A6/10983470?fromModule=lemma_search-box,百度百科
ZH-134,ZH-134,zh-ZH,Chinese,History and Collective Memory,元成宗元贞元年（公元1295年，农历乙未年）当朝皇帝铁木耳又下令将慈利县升为什么州？,慈姑州,元成宗元贞元年（公元1295年，农历乙未年）当朝皇帝铁木耳又下令将慈利县升为什么州？,慈姑州,https://www.zjj.gov.cn/c7/20190514/i481935.html,张家界政府网
ZH-135,ZH-135,zh-ZH,Chinese,History and Collective Memory,今桑植的外半县属哪个州，内半县则分置上下桑植长管司（以后改为安抚司）？,柿溪州,今桑植的外半县属哪个州，内半县则分置上下桑植长管司（以后改为安抚司）？,柿溪州,https://www.zjj.gov.cn/c7/20190514/i481935.html,张家界政府网
ZH-136,ZH-136,zh-ZH,Chinese,Cultural Products and Symbols,某传统刺绣里，有一种并非基础通名、而是地方上的音译称呼：它本质上属于锁链针的衍生法，常用于修饰边线，并且还可以在原针法基础上叠加出三角塔形纹样。这个地方音译针法称呼是什么？,掼针,某传统刺绣里，有一种并非基础通名、而是地方上的音译称呼：它本质上属于锁链针的衍生法，常用于修饰边线，并且还可以在原针法基础上叠加出三角塔形纹样。这个地方音译针法称呼是什么？,掼针,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3707/site/attach/0/fd78081824834ce995159c72e2908e89.pdf,浙江省丽水市地方标准 DB3311/T 269—2023《畲绣》 的附录 A、表 A.1 明确写到：锁边针“也称扣针”，是锁链针的衍生针法，常在其基础上叠加形成三角塔形纹样，罗源当地称‘掼（音译）针’。
ZH-137,ZH-137,zh-ZH,Chinese,Cultural Products and Symbols,以一言解救数千受党锢牵连者的性命；以一檄招降五千作乱恶少，安定地方；即便面对三公之位、三军之众的诱惑与胁迫，也始终坚守气节，不为所动。这段文字说的是谁？,王逢,以一言解救数千受党锢牵连者的性命；以一檄招降五千作乱恶少，安定地方；即便面对三公之位、三军之众的诱惑与胁迫，也始终坚守气节，不为所动。这段文字说的是谁？,王逢,http://read.nlc.cn/OutOpenBook/OpenObjectBook?aid=892&bid=95740.0,中国国家图书馆
ZH-138,ZH-138,zh-ZH,Chinese,Cultural Products and Symbols,某民族服饰中，有一种并非基础通名、而是地方上的音译工艺称呼。它本质上属于把有色布料或花边剪贴绣缝在服饰上的做法，尤其常见于服斗及袖边的装饰组合。这个地方音译工艺称呼是什么？,捆只颜,某民族服饰中，有一种并非基础通名、而是地方上的音译工艺称呼。它本质上属于把有色布料或花边剪贴绣缝在服饰上的做法，尤其常见于服斗及袖边的装饰组合。这个地方音译工艺称呼是什么？,捆只颜,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3707/site/attach/0/fd78081824834ce995159c72e2908e89.pdf?utm_source=chatgpt.com,浙江省丽水地方标准 DB3311/T 269—2023《畲绣》 的表 A.1 明确写到：贴布绣“当地称‘捆只颜’（音译）”，并把它定义为“将有色布料或者花边剪贴绣缝在服饰的刺绣形式”
ZH-139,ZH-139,zh-ZH,Sinophone,"Beliefs, Values, and Knowledge Systems",会安中华会馆曾承担中文教育与文化传承的职能，具体表现为？,两庑设学，选立二师，一曰讲解师，一曰训诂师,会安中华会馆曾承担中文教育与文化传承的职能，具体表现为？,两庑设学，选立二师，一曰讲解师，一曰训诂师,https://baike.baidu.com/item/%E4%BC%9A%E5%AE%89%E4%B8%AD%E5%8D%8E%E4%BC%9A%E9%A6%86/1459140,百度百科
ZH-140,ZH-140,zh-ZH,Sinophone,Language Expression and Communication Arts,马来西亚华语中，表示随便、无所谓时更地道的说法是什么？,Cincai,马来西亚华语中，表示随便、无所谓时更地道的说法是什么？,Cincai,https://mbd.baidu.com/newspage/data/dtlandingsuper?nid=dt_4408216109608116575&sourceFrom=search_a,百度
ZH-141,ZH-141,zh-ZH,Sinophone,Language Expression and Communication Arts,新加坡华语最具有特色、最能和汉语区别开的部分是什么？,词汇,新加坡华语最具有特色、最能和汉语区别开的部分是什么？,词汇,https://baike.baidu.com/item/%E6%96%B0%E5%8A%A0%E5%9D%A1%E5%8D%8E%E8%AF%AD/8286867,百度百科
ZH-142,ZH-142,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",杨时在《龟山先生集》序文中强调 “尊师振教” 与 “载道而行” 的重要性，是为了批评当时什么样的学风。,空谈义理、不重实践、轻视师道、追逐科举功名的空疏浮薄学风,杨时在《龟山先生集》序文中强调 “尊师振教” 与 “载道而行” 的重要性，是为了批评当时什么样的学风。,空谈义理、不重实践、轻视师道、追逐科举功名的空疏浮薄学风,http://read.nlc.cn/OutOpenBook/OpenObjectBook?aid=411&bid=60.0,国家图书馆
ZH-143,ZH-143,zh-ZH,Chinese,"Beliefs, Values, and Knowledge Systems",白族的古书，建房歌主要讲了谁的故事？,盘古、盘生两兄弟,白族的古书，建房歌主要讲了谁的故事？,盘古、盘生两兄弟,https://www.neac.gov.cn/seac/c103545/201710/1077632.shtml,中华人民共和国国家民族事务委员会官网
ZH-144,ZH-144,zh-ZH,Chinese,Social Norms and Customs,维吾尔族女性在家中宗教礼拜时对场所的要求是什么?,洁净、无偶像、朝向西方、安静私密、铺专用拜具,维吾尔族女性在家中宗教礼拜时对场所的要求是什么?,洁净、无偶像、朝向西方、安静私密、铺专用拜具,,《生活习俗与住居空间 ——新疆维吾尔族传统民居的民俗文化视角解读》期刊
ZH-145,ZH-145,zh-ZH,Sinophone,"Beliefs, Values, and Knowledge Systems",清明众义冢公祠建成历时多少年？后是否迁址？,历时43年，且自建成以来从未迁址,清明众义冢公祠建成历时多少年？后是否迁址？,历时43年，且自建成以来从未迁址,https://baike.baidu.com/item/%E5%8D%B0%E5%B0%BC%E6%B3%97%E6%B0%B4%E6%83%A0%E6%BD%AE%E5%98%89%E4%BC%9A%E9%A6%86/8273810?fr=aladdin,百度百科
ZH-146,ZH-146,zh-ZH,Chinese,Social Norms and Customs,清代江西安远旧俗中，若亲人新亡而在灵前演剧，这种做法按文献本字称为什么？,餪喪,清代江西安远旧俗中，若亲人新亡而在灵前演剧，这种做法按文献本字称为什么？,餪喪,https://www.shidianguji.com/zh/mid-page/7568984208783261734?utm_source=chatgpt.com,《桐城续修县志》记方梦袍任安远令时，明写：“邑故有餪喪之俗，凡親死於靈前演劇……”，也就是安远旧俗里，亲丧时在灵前演剧，这个专称就是“餪喪”。
